time,x_real,y_real,SOC,power,rpm,mtr_temp
2076.00,-19.76,0.89,89.62,20.50,2203.12,68.31
2077.00,-19.63,0.78,89.62,21.00,2202.91,68.29
2078.00,-19.78,0.91,89.61,21.50,2202.70,68.27
2079.00,-19.52,1.06,89.61,22.00,2202.48,68.25
2080.00,-19.98,1.25,89.60,22.50,2202.25,68.23
2081.00,-19.75,0.89,89.60,23.00,2202.02,68.21
2082.00,-19.74,1.07,89.59,23.50,2201.79,68.19
2083.00,-19.82,1.23,89.59,24.00,2201.55,68.18
2084.00,-19.69,0.88,89.58,24.50,2201.30,68.16
2085.00,-19.66,1.10,89.58,25.00,2201.05,68.14
2086.00,-19.61,0.94,89.57,25.50,2200.80,68.12
2087.00,-19.87,1.17,89.57,26.00,2200.54,68.11
2088.00,-19.89,1.35,89.56,26.50,2200.27,68.09
2089.00,-19.82,1.22,89.56,27.00,2200.00,68.07
2090.00,-19.88,1.27,89.55,27.50,2199.73,68.06
2091.00,-19.52,1.07,89.55,28.00,2199.45,68.04
2092.00,-19.68,1.33,89.54,28.50,2199.16,68.02
2093.00,-19.53,1.29,89.54,29.00,2198.87,68.01
2094.00,-19.67,1.12,89.53,29.50,2198.58,67.99
2095.00,-19.64,1.44,89.53,30.00,2198.28,67.98
2096.00,-19.88,1.39,89.52,30.50,2197.97,67.96
2097.00,-19.64,1.42,89.52,31.00,2197.66,67.95
2098.00,-19.65,1.24,89.51,31.50,2197.35,67.94
2099.00,-19.54,1.19,89.51,32.00,2197.03,67.92
2100.00,-19.51,1.13,89.50,32.50,2196.70,67.91
2101.00,-19.77,1.16,89.50,33.00,2196.37,67.89
2102.00,-19.75,1.50,89.49,33.50,2196.04,67.88
2103.00,-19.99,1.50,89.49,34.00,2195.70,67.87
2104.00,-19.52,1.05,89.48,34.50,2195.35,67.86
2105.00,-19.58,1.31,89.48,35.00,2195.00,67.84
2106.00,-19.91,1.15,89.47,35.50,2194.65,67.83
2107.00,-19.51,1.18,89.47,36.00,2194.29,67.82
2108.00,-20.00,1.44,89.46,36.50,2193.92,67.81
2109.00,-19.56,1.52,89.46,37.00,2193.55,67.80
2110.00,-19.81,1.59,89.45,37.50,2193.18,67.78
2111.00,-19.67,1.18,89.45,38.00,2192.80,67.77
2112.00,-19.61,1.54,89.44,38.50,2192.41,67.76
2113.00,-19.86,1.48,89.44,39.00,2192.02,67.75
2114.00,-19.77,1.45,89.43,39.50,2191.63,67.74
2115.00,-19.57,1.58,89.43,40.00,2191.23,67.73
2116.00,-19.55,1.45,89.42,40.50,2190.82,67.72
2117.00,-19.87,1.35,89.42,41.00,2190.41,67.71
2118.00,-19.56,1.43,89.41,41.50,2190.00,67.70
2119.00,-19.94,1.29,89.41,42.00,2189.58,67.69
2120.00,-19.90,1.37,89.40,42.50,2189.15,67.69
2121.00,-19.91,1.53,89.40,43.00,2188.72,67.68
2122.00,-19.96,1.69,89.39,43.50,2188.29,67.67
2123.00,-19.98,1.44,89.39,44.00,2187.85,67.66
2124.00,-19.98,1.35,89.38,44.50,2187.40,67.65
2125.00,-19.76,1.64,89.38,45.00,2186.95,67.65
2126.00,-19.67,1.40,89.37,45.50,2186.50,67.64
2127.00,-19.73,1.73,89.37,46.00,2186.04,67.63
2128.00,-19.53,1.74,89.36,46.50,2185.57,67.62
2129.00,-19.52,1.74,89.36,47.00,2185.10,67.62
2130.00,-19.81,1.36,89.35,47.50,2184.63,67.61
2131.00,-19.57,1.33,89.35,48.00,2184.15,67.61
2132.00,-19.94,1.81,89.34,48.50,2183.66,67.60
2133.00,-19.83,1.47,89.34,49.00,2183.17,67.59
2134.00,-19.62,1.39,89.33,49.50,2182.68,67.59
2135.00,-19.82,1.81,89.33,50.00,2182.18,67.58
2136.00,-19.53,1.64,89.32,50.50,2181.67,67.58
2137.00,-19.87,1.42,89.32,51.00,2181.16,67.57
2138.00,-19.90,1.55,89.31,51.50,2180.65,67.57
2139.00,-19.73,1.59,89.31,52.00,2180.13,67.57
2140.00,-19.57,1.65,89.30,52.50,2179.60,67.56
2141.00,-19.70,1.84,89.30,53.00,2179.07,67.56
2142.00,-19.62,1.51,89.29,53.50,2178.54,67.56
2143.00,-19.79,1.79,89.29,54.00,2178.00,67.55
2144.00,-19.98,1.71,89.28,54.50,2177.45,67.55
2145.00,-19.62,1.48,89.28,55.00,2176.90,67.55
2146.00,-19.86,1.82,89.27,55.50,2176.35,67.55
2147.00,-19.58,1.58,89.27,56.00,2175.79,67.54
2148.00,-19.79,1.81,89.26,56.50,2175.22,67.54
2149.00,-19.71,1.55,89.26,57.00,2174.65,67.54
2150.00,-19.79,1.98,89.25,57.50,2174.08,67.54
2151.00,-19.87,1.51,89.25,58.00,2173.50,67.54
2152.00,-19.91,1.99,89.24,58.50,2172.91,67.54
2153.00,-19.72,1.65,89.24,59.00,2172.32,67.54
2154.00,-19.88,1.63,89.23,59.50,2171.73,67.54
2155.00,-19.67,1.88,89.23,60.00,2171.13,67.54
2156.00,-19.63,1.59,89.22,60.50,2170.52,67.54
2157.00,-19.53,1.95,89.22,61.00,2169.91,67.54
2158.00,-19.72,1.96,89.21,61.50,2169.30,67.54
2159.00,-19.82,1.94,89.21,62.00,2168.68,67.54
2160.00,-19.82,1.80,89.20,62.50,2168.05,67.54
2161.00,-19.62,1.80,89.20,63.00,2167.42,67.54
2162.00,-19.69,1.83,89.19,63.50,2166.79,67.54
2163.00,-19.98,1.78,89.19,64.00,2166.15,67.55
2164.00,-19.91,2.03,89.18,64.50,2165.50,67.55
2165.00,-19.57,1.77,89.18,65.00,2164.85,67.55
2166.00,-19.58,2.11,89.17,65.50,2164.20,67.55
2167.00,-19.65,1.77,89.17,66.00,2163.54,67.56
2168.00,-19.82,1.68,89.16,66.50,2162.87,67.56
2169.00,-19.92,2.12,89.16,67.00,2162.20,67.56
2170.00,-19.57,2.04,89.15,67.50,2161.53,67.57
2171.00,-19.68,2.09,89.15,68.00,2160.85,67.57
2172.00,-19.68,1.98,89.14,68.50,2160.16,67.57
2173.00,-19.60,1.84,89.14,69.00,2159.47,67.58
2174.00,-19.70,2.22,89.13,69.50,2158.78,67.58
2175.00,-19.88,2.02,89.13,70.00,2158.08,67.59
2176.00,-19.65,1.99,89.12,70.50,2157.37,67.59
2177.00,-19.84,2.05,89.12,71.00,2156.66,67.60
2178.00,-19.88,2.26,89.11,71.50,2155.95,67.61
2179.00,-19.95,2.18,89.11,72.00,2155.23,67.61
2180.00,-19.76,1.80,89.10,72.50,2154.50,67.62
2181.00,-19.73,1.81,89.10,73.00,2153.77,67.62
2182.00,-19.76,2.23,89.09,73.50,2153.04,67.63
2183.00,-19.95,1.94,89.09,74.00,2152.30,67.64
2184.00,-19.65,2.13,89.08,74.50,2151.55,67.65
2185.00,-19.51,2.24,89.08,75.00,2150.80,67.65
2186.00,-19.54,2.16,89.07,75.00,2150.05,67.66
2187.00,-19.54,1.98,89.07,75.00,2149.30,67.67
2188.00,-19.99,2.11,89.06,75.00,2148.55,67.68
2189.00,-19.83,1.99,89.06,75.00,2147.80,67.68
2190.00,-19.54,1.96,89.05,75.00,2147.05,67.69
2191.00,-19.59,2.22,89.05,75.00,2146.30,67.70
2192.00,-19.76,2.39,89.04,75.00,2145.55,67.71
2193.00,-19.77,2.35,89.04,75.00,2144.80,67.71
2194.00,-19.70,2.31,89.03,75.00,2144.05,67.72
2195.00,-19.55,2.05,89.03,75.00,2143.30,67.73
2196.00,-19.64,2.05,89.02,75.00,2142.55,67.74
2197.00,-19.73,2.31,89.02,75.00,2141.80,67.74
2198.00,-19.57,2.46,89.01,75.00,2141.05,67.75
2199.00,-19.59,2.48,89.01,75.00,2140.30,67.76
2200.00,-19.93,2.44,89.00,75.00,2139.55,67.77
2201.00,-19.59,2.20,89.00,75.00,2138.80,67.77
2202.00,-19.77,2.12,88.99,75.00,2138.05,67.78
2203.00,-19.98,2.15,88.99,75.00,2137.30,67.79
2204.00,-19.71,2.51,88.98,75.00,2136.55,67.80
2205.00,-19.81,2.21,88.98,75.00,2135.80,67.80
2206.00,-19.60,2.34,88.97,75.00,2135.05,67.81
2207.00,-19.97,2.30,88.97,75.00,2134.30,67.82
2208.00,-19.96,2.37,88.96,75.00,2133.55,67.83
2209.00,-19.70,2.25,88.96,75.00,2132.80,67.83
2210.00,-19.69,2.57,88.95,75.00,2132.05,67.84
2211.00,-19.99,2.60,88.95,75.00,2131.30,67.85
2212.00,-19.57,2.61,88.94,75.00,2130.55,67.86
2213.00,-19.90,2.60,88.94,75.00,2129.80,67.86
2214.00,-19.79,2.15,88.93,75.00,2129.05,67.87
2215.00,-19.84,2.25,88.93,75.00,2128.30,67.88
2216.00,-19.61,2.23,88.92,75.00,2127.55,67.89
2217.00,-19.90,2.45,88.92,75.00,2126.80,67.89
2218.00,-19.85,2.36,88.91,75.00,2126.05,67.90
2219.00,-19.68,2.27,88.91,75.00,2125.30,67.91
2220.00,-19.72,2.62,88.90,75.00,2124.55,67.92
2221.00,-19.99,2.45,88.90,75.00,2123.80,67.92
2222.00,-19.57,2.60,88.89,75.00,2123.05,67.93
2223.00,-19.50,2.57,88.89,75.00,2122.30,67.94
2224.00,-19.70,2.34,88.88,75.00,2121.55,67.95
2225.00,-19.77,2.60,88.88,75.00,2120.80,67.95
2226.00,-19.99,2.41,88.87,75.00,2120.05,67.96
2227.00,-19.98,2.52,88.87,75.00,2119.30,67.97
2228.00,-19.65,2.60,88.86,75.00,2118.55,67.98
2229.00,-19.69,2.41,88.86,75.00,2117.80,67.98
2230.00,-19.89,2.37,88.85,75.00,2117.05,67.99
2231.00,-19.78,2.78,88.85,75.00,2116.30,68.00
2232.00,-19.59,2.54,88.84,75.00,2115.55,68.01
2233.00,-19.75,2.44,88.84,75.00,2114.80,68.01
2234.00,-19.94,2.78,88.83,75.00,2114.05,68.02
2235.00,-19.87,2.64,88.83,75.00,2113.30,68.03
2236.00,-19.60,2.66,88.82,75.00,2112.55,68.04
2237.00,-19.94,2.49,88.82,75.00,2111.80,68.04
2238.00,-19.55,2.84,88.81,75.00,2111.05,68.05
2239.00,-19.64,2.65,88.81,75.00,2110.30,68.06
2240.00,-19.63,2.62,88.80,75.00,2109.55,68.07
2241.00,-19.98,2.66,88.80,75.00,2108.80,68.07
2242.00,-19.79,2.67,88.79,75.00,2108.05,68.08
2243.00,-19.61,2.89,88.79,75.00,2107.30,68.09
2244.00,-19.76,2.78,88.78,75.00,2106.55,68.10
2245.00,-19.96,2.53,88.78,75.00,2105.80,68.10
2246.00,-19.99,2.70,88.77,75.00,2105.05,68.11
2247.00,-19.70,2.82,88.77,75.00,2104.30,68.12
2248.00,-19.69,2.67,88.76,75.00,2103.55,68.13
2249.00,-19.59,2.53,88.76,75.00,2102.80,68.13
2250.00,-19.68,2.57,88.75,75.00,2102.05,68.14
2251.00,-19.97,2.77,88.75,75.00,2101.30,68.15
2252.00,-19.56,2.63,88.74,75.00,2100.55,68.16
2253.00,-19.55,2.63,88.74,75.00,2099.80,68.16
2254.00,-19.99,2.58,88.73,75.00,2099.05,68.17
2255.00,-19.81,2.94,88.73,75.00,2098.30,68.18
2256.00,-19.67,2.80,88.72,75.00,2097.55,68.19
2257.00,-19.77,2.80,88.72,75.00,2096.80,68.19
2258.00,-19.55,2.77,88.71,75.00,2096.05,68.20
2259.00,-19.51,2.91,88.71,75.00,2095.30,68.21
2260.00,-19.65,3.02,88.70,75.00,2094.55,68.22
2261.00,-19.72,2.82,88.70,75.00,2093.80,68.22
2262.00,-19.77,2.68,88.69,75.00,2093.05,68.23
2263.00,-19.99,3.06,88.69,75.00,2092.30,68.24
2264.00,-19.73,2.72,88.68,75.00,2091.55,68.25
2265.00,-19.59,2.71,88.68,75.00,2090.80,68.25
2266.00,-19.81,2.85,88.67,75.00,2090.05,68.26
2267.00,-19.91,2.81,88.67,75.00,2089.30,68.27
2268.00,-19.87,2.97,88.66,75.00,2088.55,68.28
2269.00,-19.84,2.98,88.66,75.00,2087.80,68.28
2270.00,-19.75,3.19,88.65,75.00,2087.05,68.29
2271.00,-19.81,2.88,88.65,75.00,2086.30,68.30
2272.00,-19.52,3.11,88.64,75.00,2085.55,68.31
2273.00,-19.94,3.05,88.64,75.00,2084.80,68.31
2274.00,-19.58,3.18,88.63,75.00,2084.05,68.32
2275.00,-19.64,3.06,88.63,75.00,2083.30,68.33
2276.00,-19.52,3.25,88.62,75.00,2082.55,68.34
2277.00,-19.64,2.84,88.62,75.00,2081.80,68.34
2278.00,-19.98,2.79,88.61,75.00,2081.05,68.35
2279.00,-19.96,2.92,88.61,75.00,2080.30,68.36
2280.00,-19.83,2.94,88.60,75.00,2079.55,68.37
2281.00,-19.85,3.09,88.60,75.00,2078.80,68.37
2282.00,-19.72,3.08,88.59,75.00,2078.05,68.38
2283.00,-19.50,2.89,88.59,75.00,2077.30,68.39
2284.00,-19.75,3.18,88.58,75.00,2076.55,68.40
2285.00,-19.70,2.94,88.58,75.00,2075.80,68.40
2286.00,-19.68,3.23,88.57,75.00,2075.05,68.41
2287.00,-19.65,3.24,88.57,75.00,2074.30,68.42
2288.00,-19.64,3.30,88.56,75.00,2073.55,68.43
2289.00,-19.71,3.10,88.56,75.00,2072.80,68.43
2290.00,-19.92,3.32,88.55,75.00,2072.05,68.44
2291.00,-19.80,3.07,88.55,75.00,2071.30,68.45
2292.00,-19.98,3.20,88.54,75.00,2070.55,68.46
2293.00,-19.68,3.25,88.54,75.00,2069.80,68.46
2294.00,-19.94,3.36,88.53,75.00,2069.05,68.47
2295.00,-19.56,3.23,88.53,75.00,2068.30,68.48
2296.00,-19.70,3.16,88.52,75.00,2067.55,68.49
2297.00,-19.89,3.32,88.52,75.00,2066.80,68.49
2298.00,-19.66,3.24,88.51,75.00,2066.05,68.50
2299.00,-19.93,3.40,88.51,75.00,2065.30,68.51
2300.00,-19.77,3.35,88.50,75.00,2064.55,68.52
2301.00,-19.54,3.46,88.50,75.00,2063.80,68.52
2302.00,-19.60,3.04,88.49,75.00,2063.05,68.53
2303.00,-19.60,3.34,88.49,75.00,2062.30,68.54
2304.00,-19.64,3.49,88.48,75.00,2061.55,68.55
2305.00,-19.80,3.11,88.48,75.00,2060.80,68.55
2306.00,-19.55,3.47,88.47,75.00,2060.05,68.56
2307.00,-19.51,3.09,88.47,75.00,2059.30,68.57
2308.00,-19.80,3.39,88.46,75.00,2058.55,68.58
2309.00,-19.81,3.21,88.46,75.00,2057.80,68.58
2310.00,-19.70,3.25,88.45,75.00,2057.05,68.59
2311.00,-19.63,3.57,88.45,75.00,2056.30,68.60
2312.00,-19.84,3.52,88.44,75.00,2055.55,68.61
2313.00,-19.84,3.15,88.44,75.00,2054.80,68.61
2314.00,-19.98,3.54,88.43,75.00,2054.05,68.62
2315.00,-19.59,3.38,88.43,75.00,2053.30,68.63
2316.00,-19.88,3.66,88.42,75.00,2052.55,68.64
2317.00,-19.81,3.63,88.42,75.00,2051.80,68.64
2318.00,-19.51,3.40,88.41,75.00,2051.05,68.65
2319.00,-19.92,3.50,88.41,75.00,2050.30,68.66
2320.00,-19.51,3.54,88.40,75.00,2049.55,68.67
2321.00,-19.83,3.35,88.40,75.00,2048.80,68.67
2322.00,-19.60,3.50,88.39,75.00,2048.05,68.68
2323.00,-19.55,3.67,88.39,75.00,2047.30,68.69
2324.00,-19.59,3.48,88.38,75.00,2046.55,68.70
2325.00,-19.97,3.51,88.38,75.00,2045.80,68.70
2326.00,-19.65,3.37,88.37,75.00,2045.05,68.71
2327.00,-19.73,3.34,88.37,75.00,2044.30,68.72
2328.00,-19.76,3.32,88.36,75.00,2043.55,68.73
2329.00,-19.69,3.73,88.36,75.00,2042.80,68.73
2330.00,-19.84,3.67,88.35,75.00,2042.05,68.74
2331.00,-19.89,3.77,88.35,75.00,2041.30,68.75
2332.00,-19.77,3.73,88.34,75.00,2040.55,68.76
2333.00,-19.70,3.52,88.34,75.00,2039.80,68.76
2334.00,-19.96,3.69,88.33,75.00,2039.05,68.77
2335.00,-19.97,3.48,88.33,75.00,2038.30,68.78
2336.00,-19.79,3.69,88.32,75.00,2037.55,68.79
2337.00,-19.65,3.46,88.32,75.00,2036.80,68.79
2338.00,-19.85,3.39,88.31,75.00,2036.05,68.80
2339.00,-19.58,3.66,88.31,75.00,2035.30,68.81
2340.00,-19.70,3.78,88.30,75.00,2034.55,68.82
2341.00,-19.52,3.48,88.30,75.00,2033.80,68.82
2342.00,-19.82,3.62,88.29,75.00,2033.05,68.83
2343.00,-19.62,3.67,88.29,75.00,2032.30,68.84
2344.00,-19.91,3.46,88.28,75.00,2031.55,68.85
2345.00,-19.75,3.70,88.28,75.00,2030.80,68.85
2346.00,-19.58,3.51,88.27,75.00,2030.05,68.86
2347.00,-19.68,3.81,88.27,75.00,2029.30,68.87
2348.00,-19.75,3.85,88.26,75.00,2028.55,68.88
2349.00,-19.66,3.53,88.26,75.00,2027.80,68.88
2350.00,-19.63,3.71,88.25,75.00,2027.05,68.89
2351.00,-19.84,3.77,88.25,75.00,2026.30,68.90
2352.00,-19.67,3.72,88.24,75.00,2025.55,68.91
2353.00,-19.56,3.58,88.24,75.00,2024.80,68.91
2354.00,-19.99,4.02,88.23,75.00,2024.05,68.92
2355.00,-19.91,3.71,88.23,75.00,2023.30,68.93
2356.00,-19.88,3.57,88.22,75.00,2022.55,68.94
2357.00,-19.52,3.84,88.22,75.00,2021.80,68.94
2358.00,-20.00,3.63,88.21,75.00,2021.05,68.95
2359.00,-19.60,3.70,88.21,75.00,2020.30,68.96
2360.00,-19.90,3.78,88.20,75.00,2019.55,68.97
2361.00,-19.64,3.71,88.20,75.00,2018.80,68.97
2362.00,-19.63,4.01,88.19,75.00,2018.05,68.98
2363.00,-19.69,3.65,88.19,75.00,2017.30,68.99
2364.00,-19.67,4.10,88.18,75.00,2016.55,69.00
2365.00,-19.94,3.85,88.18,75.00,2015.80,69.00
2366.00,-19.91,3.80,88.17,75.00,2015.05,69.01
2367.00,-19.56,3.94,88.17,75.00,2014.30,69.02
2368.00,-19.53,3.71,88.16,75.00,2013.55,69.03
2369.00,-19.89,4.09,88.16,75.00,2012.80,69.03
2370.00,-19.53,4.16,88.15,75.00,2012.05,69.04
2371.00,-19.94,4.05,88.15,75.00,2011.30,69.05
2372.00,-19.80,3.78,88.14,75.00,2010.55,69.06
2373.00,-19.65,3.78,88.14,75.00,2009.80,69.06
2374.00,-19.87,3.98,88.13,75.00,2009.05,69.07
2375.00,-19.75,4.17,88.13,75.00,2008.30,69.08
2376.00,-19.54,3.77,88.12,75.00,2007.55,69.09
2377.00,-19.78,4.16,88.12,75.00,2006.80,69.09
2378.00,-19.78,4.13,88.11,75.00,2006.05,69.10
2379.00,-19.74,4.29,88.11,75.00,2005.30,69.11
2380.00,-19.99,3.83,88.10,75.00,2004.55,69.12
2381.00,-19.51,4.16,88.10,75.00,2003.80,69.12
2382.00,-19.62,4.16,88.09,75.00,2003.05,69.13
2383.00,-19.59,4.26,88.09,75.00,2002.30,69.14
2384.00,-19.67,4.06,88.08,75.00,2001.55,69.15
2385.00,-19.95,4.11,88.08,75.00,2000.80,69.15
2386.00,-19.73,3.98,88.07,75.00,2000.05,69.16
2387.00,-19.99,4.25,88.07,75.00,1999.30,69.17
2388.00,-19.64,3.97,88.06,75.00,1998.55,69.18
2389.00,-19.98,4.30,88.06,75.00,1997.80,69.18
2390.00,-19.61,4.12,88.05,75.00,1997.05,69.19
2391.00,-19.64,4.24,88.05,75.00,1996.30,69.20
2392.00,-19.90,4.08,88.04,75.00,1995.55,69.21
2393.00,-19.93,4.10,88.04,75.00,1994.80,69.21
2394.00,-19.63,4.35,88.03,75.00,1994.05,69.22
2395.00,-19.77,4.35,88.03,75.00,1993.30,69.23
2396.00,-19.60,4.00,88.02,75.00,1992.55,69.24
2397.00,-19.69,4.03,88.02,75.00,1991.80,69.24
2398.00,-19.89,4.05,88.01,75.00,1991.05,69.25
2399.00,-19.55,4.01,88.01,75.00,1990.30,69.26
2400.00,-19.60,4.44,88.00,75.00,1989.55,69.27
2401.00,-19.71,4.34,88.00,75.00,1988.80,69.27
2402.00,-19.60,4.33,87.99,75.00,1988.05,69.28
2403.00,-19.76,4.06,87.99,75.00,1987.30,69.29
2404.00,-19.73,4.34,87.98,75.00,1986.55,69.30
2405.00,-19.55,4.10,87.98,75.00,1985.80,69.30
2406.00,-19.89,4.10,87.97,75.00,1985.05,69.31
2407.00,-19.51,4.08,87.97,75.00,1984.30,69.32
2408.00,-19.75,4.15,87.96,75.00,1983.55,69.33
2409.00,-19.55,4.57,87.96,75.00,1982.80,69.33
2410.00,-19.94,4.22,87.95,75.00,1982.05,69.34
2411.00,-19.65,4.32,87.95,75.00,1981.30,69.35
2412.00,-19.85,4.35,87.94,75.00,1980.55,69.36
2413.00,-19.85,4.26,87.94,75.00,1979.80,69.36
2414.00,-19.78,4.24,87.93,75.00,1979.05,69.37
2415.00,-19.98,4.26,87.93,75.00,1978.30,69.38
2416.00,-19.99,4.26,87.92,75.00,1977.55,69.39
2417.00,-19.83,4.37,87.92,75.00,1976.80,69.39
2418.00,-19.64,4.23,87.91,75.00,1976.05,69.40
2419.00,-19.75,4.68,87.91,75.00,1975.30,69.41
2420.00,-19.68,4.41,87.90,75.00,1974.55,69.42
2421.00,-19.67,4.23,87.90,75.00,1973.80,69.42
2422.00,-19.65,4.47,87.89,75.00,1973.05,69.43
2423.00,-19.63,4.64,87.89,75.00,1972.30,69.44
2424.00,-19.62,4.70,87.88,75.00,1971.55,69.45
2425.00,-19.54,4.36,87.88,75.00,1970.80,69.45
2426.00,-19.94,4.59,87.87,75.00,1970.05,69.46
2427.00,-19.99,4.47,87.87,75.00,1969.30,69.47
2428.00,-20.00,4.65,87.86,75.00,1968.55,69.48
2429.00,-19.99,4.52,87.86,75.00,1967.80,69.48
2430.00,-19.92,4.71,87.85,75.00,1967.05,69.49
2431.00,-19.80,4.41,87.85,75.00,1966.30,69.50
2432.00,-19.77,4.73,87.84,75.00,1965.55,69.51
2433.00,-19.50,4.54,87.84,75.00,1964.80,69.51
2434.00,-19.57,4.37,87.83,75.00,1964.05,69.52
2435.00,-19.58,4.76,87.83,75.00,1963.30,69.53
2436.00,-19.74,4.52,87.82,75.00,1962.55,69.54
2437.00,-19.97,4.41,87.82,75.00,1961.80,69.54
2438.00,-19.85,4.40,87.81,75.00,1961.05,69.55
2439.00,-19.60,4.56,87.81,75.00,1960.30,69.56
2440.00,-19.81,4.86,87.80,75.00,1959.55,69.57
2441.00,-19.65,4.52,87.80,75.00,1958.80,69.57
2442.00,-19.51,4.66,87.79,75.00,1958.05,69.58
2443.00,-19.88,4.83,87.79,75.00,1957.30,69.59
2444.00,-19.64,4.91,87.78,75.00,1956.55,69.60
2445.00,-19.75,4.82,87.78,75.00,1955.80,69.60
2446.00,-19.85,4.86,87.77,75.00,1955.05,69.61
2447.00,-19.70,4.96,87.77,75.00,1954.30,69.62
2448.00,-19.59,4.89,87.76,75.00,1953.55,69.63
2449.00,-19.80,4.59,87.76,75.00,1952.80,69.63
2450.00,-19.89,4.99,87.75,75.00,1952.05,69.64
2451.00,-19.79,4.60,87.75,75.00,1951.30,69.65
2452.00,-19.56,4.79,87.74,75.00,1950.55,69.66
2453.00,-19.69,4.77,87.74,75.00,1949.80,69.66
2454.00,-19.96,5.03,87.73,75.00,1949.05,69.67
2455.00,-19.70,4.72,87.73,75.00,1948.30,69.68
2456.00,-19.67,4.79,87.72,75.00,1947.55,69.69
2457.00,-19.99,4.84,87.72,75.00,1946.80,69.69
2458.00,-19.65,4.80,87.71,75.00,1946.05,69.70
2459.00,-19.58,4.73,87.71,75.00,1945.30,69.71
2460.00,-19.98,4.95,87.70,75.00,1944.55,69.72
2461.00,-19.54,5.08,87.70,75.00,1943.80,69.72
2462.00,-19.93,4.83,87.69,75.00,1943.05,69.73
2463.00,-19.77,4.80,87.69,75.00,1942.30,69.74
2464.00,-19.94,4.97,87.68,75.00,1941.55,69.75
2465.00,-19.65,5.15,87.68,75.00,1940.80,69.75
2466.00,-19.53,4.84,87.67,75.00,1940.05,69.76
2467.00,-19.78,4.70,87.67,75.00,1939.30,69.77
2468.00,-19.68,5.09,87.66,75.00,1938.55,69.78
2469.00,-19.97,5.04,87.66,75.00,1937.80,69.78
2470.00,-19.79,4.89,87.65,75.00,1937.05,69.79
2471.00,-19.76,5.06,87.65,75.00,1936.30,69.80
2472.00,-19.53,5.04,87.64,75.00,1935.55,69.81
2473.00,-19.92,4.97,87.64,75.00,1934.80,69.81
2474.00,-19.61,5.00,87.63,75.00,1934.05,69.82
2475.00,-19.84,5.25,87.63,75.00,1933.30,69.83
2476.00,-19.63,5.25,87.62,75.00,1932.55,69.84
2477.00,-19.80,4.86,87.62,75.00,1931.80,69.84
2478.00,-19.96,5.04,87.61,75.00,1931.05,69.85
2479.00,-19.93,5.21,87.61,75.00,1930.30,69.86
2480.00,-19.83,4.97,87.60,75.00,1929.55,69.87
2481.00,-19.88,4.94,87.60,75.00,1928.80,69.87
2482.00,-19.54,4.98,87.59,75.00,1928.05,69.88
2483.00,-19.64,5.00,87.59,75.00,1927.30,69.89
2484.00,-19.88,5.00,87.58,75.00,1926.55,69.90
2485.00,-19.76,4.98,87.58,75.00,1925.80,69.90
2486.00,-19.63,5.34,87.57,75.00,1925.05,69.91
2487.00,-19.59,5.33,87.57,75.00,1924.30,69.92
2488.00,-19.75,5.04,87.56,75.00,1923.55,69.93
2489.00,-19.94,5.06,87.56,75.00,1922.80,69.93
2490.00,-19.55,5.03,87.55,75.00,1922.05,69.94
2491.00,-19.74,4.95,87.55,75.00,1921.30,69.95
2492.00,-19.83,5.37,87.54,75.00,1920.55,69.96
2493.00,-19.76,5.34,87.54,75.00,1919.80,69.96
2494.00,-19.51,5.25,87.53,75.00,1919.05,69.97
2495.00,-19.53,4.99,87.53,75.00,1918.30,69.98
2496.00,-19.73,5.07,87.52,75.00,1917.55,69.99
2497.00,-19.77,5.20,87.52,75.00,1916.80,69.99
2498.00,-19.99,5.15,87.51,75.00,1916.05,70.00
2499.00,-19.99,5.18,87.51,75.00,1915.30,70.01
2500.00,-19.61,5.19,87.50,75.00,1914.55,70.02
2501.00,-19.94,5.48,87.50,75.00,1913.80,70.02
2502.00,-19.98,5.21,87.49,75.00,1913.05,70.03
2503.00,-19.84,5.23,87.49,75.00,1912.30,70.04
2504.00,-19.85,5.25,87.48,75.00,1911.55,70.05
2505.00,-19.83,5.51,87.48,75.00,1910.80,70.05
2506.00,-19.93,5.43,87.47,75.00,1910.05,70.06
2507.00,-19.69,5.08,87.47,75.00,1909.30,70.07
2508.00,-19.80,5.11,87.46,75.00,1908.55,70.08
2509.00,-19.61,5.32,87.46,75.00,1907.80,70.08
2510.00,-19.67,5.56,87.45,75.00,1907.05,70.09
2511.00,-19.57,5.44,87.45,75.00,1906.30,70.10
2512.00,-19.98,5.19,87.44,75.00,1905.55,70.11
2513.00,-19.50,5.48,87.44,75.00,1904.80,70.11
2514.00,-19.57,5.45,87.43,75.00,1904.05,70.12
2515.00,-19.60,5.37,87.43,75.00,1903.30,70.13
2516.00,-19.53,5.33,87.42,75.00,1902.55,70.14
2517.00,-19.51,5.43,87.42,75.00,1901.80,70.14
2518.00,-19.87,5.31,87.41,75.00,1901.05,70.15
2519.00,-19.97,5.56,87.41,75.00,1900.30,70.16
2520.00,-19.57,5.61,87.40,75.00,1899.55,70.17
2521.00,-19.80,5.51,87.40,75.00,1898.80,70.17
2522.00,-19.81,5.57,87.39,75.00,1898.05,70.18
2523.00,-19.60,5.60,87.39,75.00,1897.30,70.19
2524.00,-19.58,5.70,87.38,75.00,1896.55,70.20
2525.00,-19.53,5.46,87.38,75.00,1895.80,70.20
